Assunto,Quantidade
Melhoramento genético vegetal:Genótipo:Cultivares:Óleo de soja:Soja,1
Piscicultura:Oxigênio dissolvido:Qualidade da água:Temperatura:Turbidez,1
Eletrônica de potência:Prototipagem rápida:Conversores elétricos,1
Inteligência artificial:Monitoramento remoto:Mudança climática:Riscos ambientais:Conservação dos recursos naturais:Compliance,1
Técnicas biossensoriais:Creatinina:Point of care:Sensores:Insuficiência renal crônica:Taxa de filtração glomerular,1
Cooperação e adesão ao tratamento:Assistência farmacêutica:Internet das coisas:Uso de medicamentos:Telemonitoramento:Dispositivos móveis,1
Antropologia:Ciência de dados:Design de produtos:Diversidade:Big data analytics,1
Análise de dados:Prevenção:Riscos:Vulnerabilidade:Segurança da informação,1
Bioprocessos:Panificação:Fermentos:Leveduras:Propagação,1
Bacteriófagos:Infecções bacterianas:Fermentação alcoólica:Bioprocessos:Sensor virtual:Indústria 4.0,1
Controle de processos:Indústria química:Indústria 4.0:Inteligência artificial:Transformação digital:Redes neurais (computação),1
Deposição de filmes finos:Filmes finos:Perovskita,1
Tecnologia da informação:Banco central:Sistema financeiro:Instituições financeiras,1
Engenharia tecidual:Regeneração tecidual:Nanofibras:Biovidro:Biomateriais:Ferimentos e lesões:Ferida cirúrgica,1
Engenharia de proteínas:Biologia sintética:Bioluminescência:Bioprocessos:Luciferases,1
Inteligência artificial:Redes neurais (computação):Redes de distribuição de energia elétrica:Rede elétrica:Termografia,1
Eletroquímica:Materiais cerâmicos:Nanocompósitos:Grafenos:Baterias:Supercapacitores:Energia renovável,1
Análise preditiva:Ludificação:Plataforma (computação):Prestação de serviços:Administração de serviços:Manutenção preventiva:Imóvel urbano:Edifícios,1
Terapêutica fonoaudiológica:Leitura e escrita:Transtornos da visão:Baixa visão:Desenvolvimento da linguagem:Aprendizagem:Comunicação:Jogos educativos:Jogos digitais,1
Qualidade da carne:Bovinos:Imagem:Aprendizado computacional:Visão computacional:Dispositivos móveis:Sistemas de tempo-real,1
Robótica:Sistemas autônomos:Robôs autônomos:Navegação autônoma:Inteligência artificial:Indústria 4.0:Logística,1
Lavanderia:Sistemas on-line:Tecnologia:Renda (teoria econômica),1
Dados abertos:Documentos oficiais:Processamento de texto:Formato de arquivo,1
Piscicultura:Aprendizado computacional:Plataforma (computação):Algoritmos:Biometria:Pescado:Lucro,1
Informática médica:Experiência do usuário:Dados clínicos:Coleta de dados:Estruturas de dados:Grafos,1
Agricultura:Máquinas agrícolas:Colhedoras:Mamona:Ricinus communis:Óleos vegetais,1
Classificação:Grãos:Café:Cor:Propriedades químicas:Imagem digital,1
Piscicultura:Algoritmos:Aprendizado computacional:Biometria:Lucro,1
Metalurgia:Aço:Análise de dados:Digitalização:Simulação:Análise térmica:Revestimentos:Refratários:Cerâmica (materiais cerâmicos),1
Automação:Inteligência artificial:Veículos aéreos não tripulados:Controle biológico de pragas:Metarhizium anisopliae:Agricultura de precisão:Bovinos leiteiros:Sistemas embarcados,1
Aprendizado computacional:Sistemas de computação:Vendedores:Sistemas on-line:Administração de vendas,1
Visão computacional:Documentos:Diários:Governamentalidade:Órgãos governamentais,1
Compostos bioativos:Produção de etanol:Bioetanol:Celulase:Micro-organismos:Biomassa lignocelulósica:Programas de rastreamento:Fungos filamentosos:Aspergillus nidulans,1
Nefrologia:Nefrotoxicidade:Rim:Medicina regenerativa:Nefropatias:Túbulos renais proximais,1
Aprendizado computacional:Algoritmos:Imageamento:Qualidade da carne:Indústrias:Frigoríficos:Características de carcaça:Abate,1
Biomassa lignocelulósica:Compostos bioativos:Hidrólise enzimática:Bioetanol:Celulase:Enzimas:Fungos,1
Análise de dados:Digitalização:Simulação:Refratários:Metalurgia:Aço,1
Veículos aéreos não tripulados:Inteligência artificial:Sistemas embarcados:Agricultura:Controle biológico:Controle de carrapatos:Metarhizium anisopliae:Rhipicephalus microplus:Gado,1
Propriedades químicas:Imagem digital:Indústria do café:Qualidade do café:Grãos:Café:Cor,1
Produtos naturais:Plantas nativas:Reflorestamento:Anti-inflamatórios:Antioxidantes,1
Aplicativos móveis:Cor:Digitalização:Países em desenvolvimento,1
Espectroscopia de impedância:Impedância elétrica:Sensoriamento:Smartphone:Tecnologia de baixo custo,1
Nanotecnologia:Diagnóstico:Biomarcadores:Técnicas in vitro:Cardiologia:Infarto:Point of care:Troponina,1
Manutenção preditiva:Manutenção preventiva:Inteligência artificial:Internet das coisas:Compressores:Sistemas embarcados:Computação em nuvem,1
Cromatografia líquida:Instrumentação:Miniaturização:Nanotecnologia,1
Monitoramento de fauna:Monitoramento remoto:Rastreamento:Inovações tecnológicas:Miniaturização,1
Nanotecnologia:Energia solar:Elementos da série dos lantanídeos:Materiais nanoestruturados:Processo sol-gel:Revestimentos:Materiais,1
Aprendizado computacional:Inteligência artificial:Otimização:Jogos educativos:Jogos de computador,1
Aplicativos móveis:Serviços de entretenimento:Festas:Organizações:Marketing:Faculdade:Universidades:Ambiente universitário,1
Mineração de dados:Inteligência artificial:Aprendizado computacional:Manutenção preditiva:Máquinas elétricas:Redes de sensores:Colheita de energia,1
Administração hospitalar:Assistência farmacêutica:Organização e administração:Fármacos:Aplicativos móveis,1
Educação física:Capacitação profissional:Exercício físico:Plataforma (computação),1
Medicina veterinária:Nutrição animal:Alimentos naturais:Aplicativos móveis,1
Serviços de entretenimento:Teletrabalho:Viagens:Viajantes:Tecnologia social:Aplicativos móveis,1
Aprendizagem:Habilidades sociais:Inovações tecnológicas:Plataforma (computação):Sistemática:Web 3.0,1
Agricultura:Nanotecnologia:Fertilizantes:Espécies de oxigênio reativas,1
Química verde:Bioengenharia:Avaliação da sustentabilidade:Biomassa:Biorrefinarias:Impressão tridimensional:Resíduos agrícolas:Frutas,1
Medicina veterinária:Impressão tridimensional:Anti-inflamatórios:Próteses e implantes,1
Internet das coisas:Visão computacional:Logística:Segurança:Docas,1
Bioeconomia:Cidades inteligentes:Economia circular:Meio ambiente:Indústria de alimentos:Alimentos e bebidas,1
Ozonioterapia:Ozonização:Ozônio:Óleos vegetais:Óleo de abacate:Abacate,1
Internet das coisas:Realidade aumentada:Visão computacional:Indústria 4.0:Montagem:Manufatura,1
Administração de recursos humanos:Sistemas on-line:Serviços domésticos:Prestação de serviços:Lavanderia,1
Iluminação:Aplicativos móveis:Dispositivos móveis:Visão de cores,1
Eletroforese capilar:Linhagem celular:Marcador molecular,1
Cardiologia:Biomarcadores:Diagnóstico:Infarto:Point of care:Troponina,1
Transporte de carga:Tanques flexíveis:Logística:Cana-de-açúcar:Vinhaça,1
Desenvolvimento econômico:Desenvolvimento regional:Economia criativa:Cidades criativas:Políticas públicas:Tecnologias da informação e comunicação,1
Biomarcadores:Cardiologia:Diagnóstico:Infarto:Point of care:Troponina,1
Aprendizado computacional:Ensaios não destrutivos:Ensaios de defeitos:Controle da qualidade:Indústria 4.0,1
Vacinas:Vacinação:Pandemias:COVID-19:SARS-CoV-2:Salmonella enterica,1
Monitoramento de fauna:Conservação de espécies:Inovações tecnológicas:Monitoramento remoto:Rastreamento:Telemetria,1
Tecnologia da informação:Sistemas de informação:Plataforma (computação):Transformação digital:Inteligência empresarial:Computação em nuvem:Gestão de facilidades:Aplicativos móveis:Microsserviços:Bens patrimoniais,1
Biotecnologia:Microbiologia:Entomologia:Controle de pragas:Pesticidas verdes:Interações planta-micro-organismos:Micro-organismos simbiontes:Insetos,1
Desenvolvimento de fármacos:Neoplasias pulmonares:Etanolaminas:Fosfoetanolamina:Autofagia,1
Polímeros:Curativos biológicos:Ácido láctico:Eletrofiação,1
Inteligência artificial:Educação:Ensino fundamental:Plataforma (computação):Tecnologias interativas:Professores:Alunos,1
Vacinas:Desenvolvimento de vacinas:Proteínas virais:Salmonella typhimurium:SARS-CoV-2:COVID-19:Vacinas contra COVID-19,1
Desenvolvimento de fármacos:Neoplasias pulmonares:Autofagia:Etanolaminas:Fosfoetanolamina:Colina-fosfato citidililtransferase:Fosfatidiletanolaminas,1
Monitoramento de fauna:Monitoramento remoto:Rastreamento:Inovações tecnológicas,1
Medicina veterinária:Drogas veterinárias:Impressão tridimensional:Manufatura avançada:Fármacos,1
Agricultura de precisão:Robótica:Robótica,1
Polímeros (materiais):Materiais renováveis:Impressão tridimensional:Ácido láctico:Acetilação:Esterificação:Lignina,1
Eletrodos:Eletrodos:Nióbio:Nióbio:Reciclagem:Reciclagem:Vanádio:Eletroquímica:Eletrodo,1
Inteligência artificial:Aprendizado computacional:Aprendizagem:Neurociências:Ludificação,1
Linhagem celular:Eletroforese capilar:Marcador molecular:Desenvolvimento de vacinas:Citotoxicidade:SARS-CoV-2:Macacos,1
Entomologia:Microbiologia:Biotecnologia:Insetos:Probióticos:Agrotóxicos:Controle de pragas:Interações planta-micro-organismos:Micro-organismos simbiontes,1
Internet das coisas:Wireless:Logística:Visão computacional:Segurança:Computação de borda:Computação em nuvem:Docas:Caminhões:Monitoramento,1
Exercício físico:Capacitação profissional:Educação física,1
Medicina do sono:Distúrbios do sono:Dispositivos eletrônicos vestíveis:Eletroencefalografia:Terapia cognitivo-comportamental,1
Inteligência artificial:Internet das coisas:Manutenção preditiva:Manutenção preventiva:Compressores:Sistemas embarcados:Computação em nuvem,1
Endocrinologia:Diabetes mellitus:Prevenção e controle:Amputação:Tecnologias da saúde:Inteligência artificial,1
Endocrinologia:Prevenção e controle:Diabetes mellitus:Inteligência artificial,1
Nematologia:Proteção de plantas:Nematoides:Manejo:Pesquisa agrícola,1
Processamento de linguagem natural:Língua portuguesa:Inteligência artificial:Ciência de dados:Língua culta,1
Educação:Matemática:Ensino de matemática:Inteligência artificial:Plataforma (computação):Tecnologias interativas,1
Conservação de alimentos:Descontaminação:Plasma frio:Alimentos:Laticínios,1
Nefrologia:Nefrotoxicidade:Nefropatias:Microfluídica:Túbulos renais proximais,1
Farmacologia veterinária:Pesquisa e desenvolvimento:Impressão tridimensional:Manufatura avançada:Robótica:Indústria 4.0,1
Saúde do trabalhador:Trabalho:Estresse:Filosofia:Meditação:Bem-estar,1
Anti-inflamatórios:Antioxidantes:Produtos naturais:Reflorestamento:Medicina tradicional,1
Alfabetização:Educação:Fala:Fonoaudiologia:Linguagem:Saúde:Plataforma (computação):Ludificação,1
Oncologia:Neoplasias:Organoides:Quimioterapia:Avaliação terapêutica,1
Ensino e aprendizagem:Ensino híbrido:Vídeo educativo:Produção de vídeo,1
Técnicas biossensoriais:Agricultura:Patógenos:Point of care:Dispositivos lab-on-a-chip,1
Biomateriais:Têxteis:Indústria do couro:Moda:Calçados:Árvores,1
Espectroscopia:Impedância elétrica:Técnicas biossensoriais:Sensoriamento:Espectroscopia de impedância eletroquímica:Smartphone,1
Medicina veterinária:Nanocristais:Sistemas nanoestruturados:Firocoxib:Osteoartrite,1
Cromatografia líquida:Instrumentação:Miniaturização,1
Eletroquímica:Eletrodos:Baterias de íon-lítio:Nanotubos de carbono:Nióbio:Reciclagem:Vanádio,1
Aprendizado computacional:Produtos de venda direta ao consumidor:Compra e venda:Vendedores,1
Polímeros:Curativos biológicos:Ácido láctico:Eletrofiação:Cicatrização:Ferimentos e lesões,1
"Biotecnologia:Biorrefinarias:Microalgas:Oleorresinas:Ácidos graxos:Carotenoides:Proteínas:Produção sustentável:Agricultura sustentável:Alimentos, dieta e nutrição",1
Inteligência artificial:Visão computacional:Seguro agrícola:Fruticultura:Laranja:Maçã:Pêssego:Tomate:Uva,1
Bioprocessos:Feijão:Fermentação:Proteínas vegetais:Valor nutritivo,1
Fermentação:Proteínas vegetais:Feijão,1
Indicadores de desenvolvimento sustentável:Emissão de gases:Gases do efeito estufa:Incerteza,1
Agricultura sustentável:Suplementos nutricionais:Biotecnologia:Biorrefinarias:Ácidos graxos:Carotenoides:Oleorresinas:Proteínas,1
Aprendizagem profunda:Visão computacional:Detecção de anomalias:Monitoramento:Redes neurais (computação),1
Fármacos:Ferimentos e lesões:Cicatrização:Metabólitos secundários:Formulações:Remodelagem,1
Cicatrização:Ferimentos e lesões:Metabólitos secundários:Reparo tecidual:Dermocosméticos,1
Cosméticos:Máscaras faciais:Celulose bacteriana:Melanose,1
Cosméticos:Celulose bacteriana:Máscaras faciais:Melanose:Produtos naturais,1
Aprendizagem profunda:Visão computacional:Inteligência artificial:Antropometria:Imagens:Indústria da beleza:Experiência estética,1
Cidades inteligentes:Economia circular:Sustentabilidade:Macroalgas,1
Empreendedorismo:Igualdade de gênero:Inovação:Mulheres:Redes sociais (grupos sociais):Negócios:Redes de negócios:Aplicativos móveis,1
Agricultura de precisão:Inteligência artificial:Visão computacional:Simulação em tempo real:Plantas daninhas:Soja:Herbicidas,1
Bacia hidrográfica:Monitoramento ambiental:Consumo de energia elétrica:Consumo de água:Internet das coisas:Sensoriamento remoto:Sensores,1
Financiamento em saúde:Acesso aos serviços de saúde:Dispositivos e instrumentos médicos:Plataforma (computação):Exames médicos:Cirurgia,1
Inteligência artificial:Aprendizagem profunda:Diagnóstico:Atenção primária à saúde:Tecnologia biomédica,1
Modelos termodinâmicos:Eficiência energética:Saneamento:Internet das coisas,1
Prestação de serviços:Transporte de carga:Comércio eletrônico:Gestão de riscos:Entrega ao cliente:Logística:Frete,1
Empreendedorismo:Igualdade de gênero:Inovação:Mulheres:Serviços:Produtos:Aplicativos móveis:Mídias sociais,1
Segurança alimentar:Inspeção de alimentos:Automação:Frigoríficos:Carcaça:Frangos:Aves:Indústria 4.0,1
Cidades inteligentes:Economia circular:Sustentabilidade:Sistemas de cultivo:Macroalgas,1
Neoplasias cerebrais:Biomarcadores tumorais:Técnicas biossensoriais:Diagnóstico:Dispositivos:Monitoramento,1
Biomateriais:Biomateriais cerâmicos:Materiais compósitos:Ortopedia:Cerâmicas:Transplantes:Reconstrução,1
Indústria 4.0:Eficiência industrial:Setor sucroenergético:Inteligência artificial:Monitoramento,1
Agricultura de precisão:Robótica:Veículos aéreos não tripulados:Transporte de carga:Pulverização,1
Nanobiotecnologia:Extratos vegetais:Óleos essenciais:Nanoencapsulação:Nanopartículas lipídicas:Nanoemulsão:Herpes simples:Herpesviridae,1
Proteínas recombinantes:Aditivos alimentares:Pichia pastoris:Alimentos e bebidas,1
Arquitetura:Impressão tridimensional:Manufatura avançada:Suspensão coloidal,1
Oncologia:Ensaios funcionais:Técnicas in vitro:Organoides:Plataforma (computação):Comercialização,1
Sustentabilidade:Biossurfactantes:Tensoativos:Óleos vegetais:Saneantes:Produtos químicos,1
Nanotecnologia:Biopolímeros:Agricultura:Doenças de plantas:Cancro (doença de planta):Mofo cinzento:Sanitizantes,1
Fisiologia do exercício:Biomecânica:Análise do movimento humano:Monitoramento remoto:Simulação em tempo real:Sensoriamento:Sistema ciber-físico:Internet das coisas:Reabilitação (terapêutica médica):Reabilitação neurológica,1
Biomecânica:Análise do movimento humano:Fisiologia do exercício:Sistema ciber-físico:Monitoramento remoto:Sensoriamento:Internet das coisas:Coleta de dados,1
Tecnologia de alimentos:Aditivos alimentares:Proteínas recombinantes:Pichia pastoris,1
Atenção primária à saúde:Aprendizagem profunda:Inteligência artificial:Diagnóstico,1
Arquitetura:Suspensão coloidal:Impressão tridimensional:Manufatura avançada,1
Acesso aos serviços de saúde:Financiamento em saúde:Exames médicos:Cirurgia:Plataforma (computação):Dispositivos,1
Materiais híbridos:Materiais compósitos:Termoplásticos:Plásticos reforçados com fibras:Modelagem computacional:Método dos elementos finitos,1
Agricultura:Agricultura de precisão:Inteligência artificial:Visão computacional:Plantas daninhas:Pulverização:Imagem hiperespectral,1
Robótica:Robôs autônomos:Sistemas autônomos:Inteligência artificial:Navegação autônoma:Indústria 4.0:Logística,1
Biotecnologia:Nanotecnologia:Extratos vegetais:Óleos essenciais:Nanoencapsulação:Herpes simples:Herpesviridae,1
Instrumentação:Osciloscópio digital:Banco de dados:Comércio internacional,1
Fruticultura:Seguro agrícola:Perdas agrícolas:Fotogrametria:Gestão de riscos:Inteligência artificial:Visão computacional,1
Sustentabilidade:Tensoativos:Óleos vegetais:Biossurfactantes,1
Nanotecnologia:Biopolímeros:Cancro (doença de planta):Mofo cinzento:Sanitizantes:Design ecológico:Descontaminação:Doenças pós-colheita:Pós-colheita:Flores:Frutas,1
Engenharia automotiva:Automação industrial:Controle da qualidade:Manufatura avançada:Visão computacional:Pintura,1
Indústria de alimentos:Bioacessibilidade:Biodisponibilidade:Bioimpressão tridimensional:Biofabricação:Técnicas in vitro,1
Melhoramento genético:Óleos essenciais:Indústria cervejeira:Cerveja:Lúpulo,1
Biotecnologia:Virologia:Crise sanitária:Biocidas:Desinfecção:Hospitais:Centros de saúde:Patógenos:SARS-CoV-2,1
Métodos bioanalíticos:Neoplasias da próstata:Diagnóstico precoce:Eletroanalítica:Espectroanalítica:Calicreínas:Testes imediatos,1
Materiais nanoestruturados:Nanopartículas:COVID-19:Fibras:Filtros de ar:Máscaras faciais:Biodegradabilidade:Nanopartículas poliméricas,1
Microalgas:Tratamento de resíduos:beta Caroteno:Carcinicultura:Aditivos alimentares:Aquicultura,1
Procedimentos cirúrgicos reconstrutivos:Cirurgia plástica:Matriz dérmica acelular:Materiais biológicos:Ferimentos e lesões:Queimaduras,1
Resíduos sólidos:Resíduos de equipamentos eletroeletrônicos:Rastreabilidade:Blockchain:Logística reversa:Visão computacional:Pessoa física,1
Manejo do solo:Preparo do solo:Compactação dos solos:Agricultura de precisão,1
Medicina veterinária:Medicamentos fitoterápicos:Diarileptanoides:Açafrão:Desenvolvimento de fármacos:Anti-inflamatórios,1
Doenças negligenciadas:Animais peçonhentos:Envenenamento por animais peçonhentos:Abelhas:Apis mellifera:Kit de reagentes para diagnóstico:Cromatografia:Ensaio de imunoadsorção enzimática:Espectrometria de massas:Fosfolipases:Point of care,1
Biofabricação:Bioacessibilidade:Biodisponibilidade:Bioimpressão tridimensional:Indústria de alimentos:Técnicas in vitro:Microbioma gastrointestinal:Organoides:Fígado,1
Biotecnologia industrial:Ácido hialurônico:Bioprocessos:Kluyveromyces:Moléculas bioativas:Emulsões cosméticas,1
Materiais nanoestruturados:Nanopartículas de prata:Equipamento de proteção individual:Máscaras faciais:Inovação,1
Patologia:Oncologia:Neoplasias pulmonares:Diagnóstico de câncer:Aprendizagem profunda:Aprendizado computacional:Inteligência artificial,1
Tensão de cisalhamento:Maturação:Carnes e derivados:Maciez da carne:Qualidade da carne:Embalagens de alimentos:Ressonância magnética:Softwares,1
Medicina veterinária:Medicamentos fitoterápicos:Anti-inflamatórios:Diarileptanoides,1
Cromatografia:Ensaio de imunoadsorção enzimática:Espectrometria de massas:Fosfolipases:Point of care:Doenças negligenciadas:Envenenamento por animais peçonhentos,1
Visão computacional:Rastreabilidade:Blockchain:Logística reversa:Resíduos sólidos:Resíduos,1
Eletroanalítica:Técnicas biossensoriais:Espectrofotometria:Neoplasias da próstata:Diagnóstico de câncer:Point of care,1
Carcinicultura:beta Caroteno:Microalgas:Aditivos alimentares:Tratamento de resíduos:Bioprodutos,1
Nanotecnologia:Oxigenoterapia:Programa de controle de infecção hospitalar:Serviços de controle de infecção hospitalar:Infecção hospitalar:Infecção cruzada:Produtos com ação antimicrobiana:Trocadores de calor:Nanopartículas de prata,1
Biotecnologia:Inovação:Técnicas in vitro:Técnicas de maturação in vitro de oócitos:Modelos tridimensionais de cultura de células:Embrião,1
Metalurgia do pó:Resíduos industriais:Impressão tridimensional:Processos de fabricação:Economia circular,1
Biorrefinarias:Etanol:Desidratação:Destilação azeotrópica:Setor sucroenergético,1
Sensoriamento remoto:Satélites:Geoprocessamento:Poluição da água:Qualidade da água:Gestão de recursos hídricos,1
Pós-colheita:Frutas cítricas:Lima:Sanitizantes:Produto ecologicamente correto:Anti-infecciosos:Biopolímeros:Nanotecnologia,1
Oncologia:Tratamento do câncer:Quimioterapia:Serviços de saúde:Plataforma (computação):Comunicação integrada:Pacientes:Médicos:Medidas de resultados relatados pelo paciente,1
Monitoramento da água:Poluição da água:Qualidade da água:Geoprocessamento:Sensoriamento remoto:Barragens:Represas:Imagens de satélites,1
Microbiologia:Piscicultura:Microalgas:Haematococcus pluvialis:Carotenoides:Astaxantina,1
Cafeicultura:Safra:Maturação dos frutos:Café:Coffea arabica:Agronegócio:Plataformas digitais,1
Manejo do solo:Preparo do solo:Solo agrícola:Compactação dos solos:Agricultura de precisão,1
Eficiência energética:Internet das coisas:Aprendizado computacional:Sensoriamento:Saneamento,1
Marketing:Gestão de marcas:Regras de negócio:Campanhas publicitárias:Estratégia da comunicação:Mídias sociais:Comércio eletrônico:Marcas comerciais:Dermocosméticos:Acne:Rosácea,1
Carne bovina:Maciez da carne:Certificação:Lipidômica:Confinamento animal:Biomarcadores:Qualidade da carne:Qualidade dos alimentos:Gado Nelore,1
Inteligência artificial:Aprendizado computacional:Biópsia líquida:Neoplasias mamárias:Diagnóstico precoce:Biomarcadores:Mamografia,1
Biorrefinarias:Indústria sucro-alcooleira:Desidratação:Simulação:Destilação azeotrópica:Etanol:Plataforma (computação):Biocombustíveis:Sustentabilidade,1
Carne bovina:Maciez da carne:Qualidade da carne:Confinamento animal:Certificação:Lipidômica:Gado Nelore,1
Aprendizado computacional:Inteligência artificial:Biomarcadores:Diagnóstico precoce:Diagnóstico de câncer:Neoplasias mamárias:Biópsia líquida,1
Biocombustíveis:Energia renovável:Energia solar:Câmara de combustão:Agronegócio:Indústria agrícola,1
Manufatura:Manufatura avançada:Indústria 4.0:Controle de processos:Método dos elementos finitos:Integridade superficial:Análise de tensões,1
Oncologia:Neoplasias:Ensaios funcionais:Cultura de células:Organoides,1
Biotecnologia:Fertilização in vitro:Suínos:Técnicas de maturação in vitro de oócitos:Criopreservação:Neoplasias da bexiga:Repetições palindrômicas curtas agrupadas e regularmente espaçadas:Modelos animais,1
Diagnóstico por imagem:Mamografia:Neoplasias mamárias:Visão computacional:Inteligência artificial:Radiologistas:Tomada de decisão clínica,1
Filtração do ar:Alumínio:Filtros de ar:Nanopartículas de prata:Anodização:Precipitador eletrostático:Economia de energia:Edifícios comerciais:Hospitais,1
Biotecnologia:Descoberta de drogas:Hipercolesterolemia:Peptídeos,1
Análise de tensões:Tensão residual:Manufatura:Integridade estrutural:Método dos elementos finitos,1
Educação a distância:Experiência do usuário:Plataforma (computação):Plataformas de ensino e aprendizagem,1
Cosmetologia:Astaxantina:Ácido ferúlico:Ácido hialurônico:Lipossomos:Nanoencapsulação:Técnicas in vitro:Citotoxicidade,1
Biotecnologia:Risco à saúde humana:Hipercolesterolemia:Colesterol:Biofabricação:Peptídeos,1
Desenvolvimento de fármacos:Impressão tridimensional:Fármacos:Hardware:Softwares,1
Neoplasias:Caquexia:Oligonucleotídeos:MicroRNAs:Músculos:Atrofia,1
Cosmetologia:Cosméticos:Ácido ferúlico:Ácido hialurônico:Astaxantina:Lipossomos:Antioxidantes:Envelhecimento da pele,1
Educação a distância:Educação on-line:Experiência do usuário:Cursos de aperfeiçoamento:Plataforma (computação):Plataformas de ensino e aprendizagem:Plataformas digitais:Design,1
Polímeros:Aditivos:Materiais compósitos:Materiais nanoestruturados,1
Diagnóstico:Bactérias:Aeromonas hydrophila:Francisella:Streptococcus agalactiae:DNA ambiental:Virulência:Piscicultura:Peixes de água doce:Amostragem:Água:Reação em cadeia da polimerase via transcriptase reversa quantitativa (qRT-PCR),1
Energia solar:Energia renovável:Biocombustíveis:Potência:Câmara de combustão,1
Melhoramento genético animal:Marcadores genéticos:Sistemas de identificação animal:Bovinos de corte:Gado Nelore:Lucratividade:Pecuária de precisão:Carne bovina,1
Bioetanol:Desinfecção:Radicais livres:Anti-infecciosos locais:Descontaminação:Saccharomyces cerevisiae:Cana-de-açúcar:Infecções bacterianas:Processos fermentativos,1
Bolsa de mercadorias:Agronegócio:Agropecuária:Pecuária:Produção agropecuária:Gestão de riscos:Bovinos,1
Aprendizado computacional:Inteligência artificial:Tecnologia educacional:Visão computacional:Simulação (aprendizagem):Plataforma (computação):Competência profissional:Saúde,1
Melhoramento genético animal:Marcadores genéticos:Pecuária de precisão:Bovinos de corte:Gado Nelore:Confinamento:Lucratividade,1
Nanotecnologia:Biopolímeros:Beneficiamento de sementes:Pós-colheita:Saneantes:Sanitizantes:Compostos clorados:Frutas cítricas,1
Piscicultura:Diagnóstico:DNA ambiental:DNA ribossômico:Doenças dos animais:Peixes:Virulência:Bactérias:Avaliação de testes diagnósticos,1
Meteorologia:Tecnologia da informação:Tecnologias digitais:Agricultura de precisão:Plataforma (computação):Aplicativos móveis:Satélites,1
Química coloidal:Cinética:Batelada alimentada:Nanopartículas metálicas:Nanopartículas de prata:Partículas,1
Gestão de conteúdo:Programação:Redes de computadores:Streaming:Vídeo,1
Bioetanol:Setor sucroenergético:Desinfecção:Anti-infecciosos:Anti-infecciosos locais,1
Processamento de linguagem natural:Aprendizado computacional:Inteligência artificial:Mineração de texto:Tecnologia da informação:Business-to-business:Sistemas de recomendação,1
Neoplasias mamárias:Auxílio ao diagnóstico:Diagnóstico de câncer:Mamografia:Inteligência artificial:Visão computacional:Diagnóstico por imagem,1
Tanques:Aço inoxidável:Biofilmes:Corrosão:Passivação:Eletrólitos,1
Oncologia:Tratamento do câncer:Quimioterapia:Serviços de saúde:Pacientes:Médicos:Comunicação:Plataforma (computação),1
Zoonoses:Doença da arranhadura do gato:Bartonelose animal:Bartonella henselae:Diagnóstico:Testes sorológicos:Testes imediatos:Proteínas recombinantes,1
Testes sorológicos:Cromatografia de afinidade:Bartonella henselae:Doença da arranhadura do gato:Proteínas recombinantes:Clonagem:Zoonoses,1
Compostagem:Medição:Monitoramento:Controle em tempo real:Reciclagem:Resíduos orgânicos:Gerenciamento de resíduos,1
Produtos biológicos:Agricultura sustentável:Aspergillus:Fermentação em estado sólido:Enraizamento:Eucalipto,1
Biotecnologia:Produção in vitro de embriões:Neoplasias da bexiga:Repetições palindrômicas curtas agrupadas e regularmente espaçadas:Animais geneticamente modificados:Modelos animais:Suínos,1
Método dos elementos finitos:Micro-ondas:Pasteurização:Processamento de alimentos:Indústria de bebidas:Sucos de frutas:Água de coco,1
Sistemas de liberação de medicamentos:Melanose:Hiperpigmentação:Materiais compósitos de matriz polimérica,1
Passivação:Aço inoxidável:Tanques:Biofilmes:Corrosão:Ácido cítrico:Espectroscopia de fotoelétrons excitados por raios X:Microscopia de força atômica:Espectroscopia Raman:Microscopia eletrônica de varredura,1
Engenharia de reabilitação:Aparelhos ortopédicos:Displasia do desenvolvimento do quadril:Crianças:Inovações tecnológicas:Ensaio clínico,1
Produção de alimentos:Meliponicultura:Bebidas alcoólicas:Espumantes:Fermentação:Mel:Abelhas:Pólen,1
Indústria de bebidas:Bebidas:Fermentação:Hidromel:Espumantes:Vinho:Mel:Meliponicultura,1
Fitoterapia:Secagem:Cadeia produtiva:Extratos vegetais:Psidium guajava:Eugenia (planta):Insumos farmacêuticos:Alimentos,1
Química médica:Biotecnologia:Neoplasias:Glicoconjugados:Síntese:Mucinas:Atenção à saúde:Saúde pública veterinária:Antineoplásicos,1
Gerenciamento de resíduos:Resíduos orgânicos:Reciclagem de resíduos urbanos:Compostagem:Monitoramento,1
Microbiologia de alimentos:Contaminação de alimentos:Deterioração de alimentos:Testes laboratoriais:Micro-organismos:Indústria cervejeira:Cerveja,1
Ortopedia:Saúde da criança:Desenvolvimento infantil:Displasia do desenvolvimento do quadril:Aparelhos ortopédicos:Tratamento:Biomecânica:Impressão tridimensional,1
Tratamento:Fatores de risco:Pigmentação da pele:Transtornos da pigmentação:Hiperpigmentação:Melanose:Pele,1
Agricultura sustentável:Produtos biológicos:Fermentação em estado sólido:Auxinas:Aspergillus:Enraizamento:Eucalipto,1
Bioquímica:Oftalmologia:Oftalmopatias:Fibrose:Degeneração macular:Cegueira:Idosos:Envelhecimento da população,1
